Markers,Contig,Japan,Status,Population
1994,TRINITY_DN37953_c0_g2_i1_33,0.875,Non-Outlier,Japan
6206,TRINITY_DN37953_c0_g2_i1_33,0.9,Non-Outlier,Philippines
10418,TRINITY_DN37953_c0_g2_i1_33,0.642857143,Non-Outlier,Indonesia
1995,TRINITY_DN37953_c0_g2_i1_38,0.75,Non-Outlier,Japan
6207,TRINITY_DN37953_c0_g2_i1_38,0.9,Non-Outlier,Philippines
10419,TRINITY_DN37953_c0_g2_i1_38,0.714285714,Non-Outlier,Indonesia
1996,TRINITY_DN37953_c0_g3_i1_338,1,Non-Outlier,Japan
6208,TRINITY_DN37953_c0_g3_i1_338,0.9,Non-Outlier,Philippines
10420,TRINITY_DN37953_c0_g3_i1_338,1,Non-Outlier,Indonesia
1997,TRINITY_DN37969_c0_g1_i1_251,1,Non-Outlier,Japan
6209,TRINITY_DN37969_c0_g1_i1_251,0.9,Non-Outlier,Philippines
10421,TRINITY_DN37969_c0_g1_i1_251,1,Non-Outlier,Indonesia
1998,TRINITY_DN37974_c0_g1_i1_500,1,Non-Outlier,Japan
6210,TRINITY_DN37974_c0_g1_i1_500,0.95,Non-Outlier,Philippines
10422,TRINITY_DN37974_c0_g1_i1_500,0.928571429,Non-Outlier,Indonesia
1999,TRINITY_DN37986_c0_g4_i1_90,0.125,Non-Outlier,Japan
6211,TRINITY_DN37986_c0_g4_i1_90,0,Non-Outlier,Philippines
10423,TRINITY_DN37986_c0_g4_i1_90,0.071428571,Non-Outlier,Indonesia
2000,TRINITY_DN37992_c0_g3_i1_205,0.25,Non-Outlier,Japan
6212,TRINITY_DN37992_c0_g3_i1_205,0,Non-Outlier,Philippines
10424,TRINITY_DN37992_c0_g3_i1_205,0,Non-Outlier,Indonesia
2007,TRINITY_DN38040_c0_g2_i1_342,0.25,Non-Outlier,Japan
6219,TRINITY_DN38040_c0_g2_i1_342,0.15,Non-Outlier,Philippines
10431,TRINITY_DN38040_c0_g2_i1_342,0.142857143,Non-Outlier,Indonesia
2020,TRINITY_DN38061_c0_g1_i1_1205,0.9375,Non-Outlier,Japan
6232,TRINITY_DN38061_c0_g1_i1_1205,0.8,Non-Outlier,Philippines
10444,TRINITY_DN38061_c0_g1_i1_1205,0.857142857,Non-Outlier,Indonesia
2008,TRINITY_DN38061_c0_g1_i1_372,0.6875,Non-Outlier,Japan
6220,TRINITY_DN38061_c0_g1_i1_372,0.7,Non-Outlier,Philippines
10432,TRINITY_DN38061_c0_g1_i1_372,0.642857143,Non-Outlier,Indonesia
2009,TRINITY_DN38061_c0_g1_i1_514,0.125,Non-Outlier,Japan
6221,TRINITY_DN38061_c0_g1_i1_514,0.1,Non-Outlier,Philippines
10433,TRINITY_DN38061_c0_g1_i1_514,0.071428571,Non-Outlier,Indonesia
2010,TRINITY_DN38061_c0_g1_i1_603,1,Non-Outlier,Japan
6222,TRINITY_DN38061_c0_g1_i1_603,0.9,Non-Outlier,Philippines
10434,TRINITY_DN38061_c0_g1_i1_603,1,Non-Outlier,Indonesia
2011,TRINITY_DN38061_c0_g1_i1_610,1,Non-Outlier,Japan
6223,TRINITY_DN38061_c0_g1_i1_610,0.9,Non-Outlier,Philippines
10435,TRINITY_DN38061_c0_g1_i1_610,1,Non-Outlier,Indonesia
2012,TRINITY_DN38061_c0_g1_i1_624,1,Non-Outlier,Japan
6224,TRINITY_DN38061_c0_g1_i1_624,0.9,Non-Outlier,Philippines
10436,TRINITY_DN38061_c0_g1_i1_624,1,Non-Outlier,Indonesia
2013,TRINITY_DN38061_c0_g1_i1_628,1,Non-Outlier,Japan
6225,TRINITY_DN38061_c0_g1_i1_628,0.9,Non-Outlier,Philippines
10437,TRINITY_DN38061_c0_g1_i1_628,1,Non-Outlier,Indonesia
2014,TRINITY_DN38061_c0_g1_i1_631,1,Non-Outlier,Japan
6226,TRINITY_DN38061_c0_g1_i1_631,0.9,Non-Outlier,Philippines
10438,TRINITY_DN38061_c0_g1_i1_631,1,Non-Outlier,Indonesia
2015,TRINITY_DN38061_c0_g1_i1_634,1,Non-Outlier,Japan
6227,TRINITY_DN38061_c0_g1_i1_634,0.9,Non-Outlier,Philippines
10439,TRINITY_DN38061_c0_g1_i1_634,1,Non-Outlier,Indonesia
2016,TRINITY_DN38061_c0_g1_i1_636,1,Non-Outlier,Japan
6228,TRINITY_DN38061_c0_g1_i1_636,0.9,Non-Outlier,Philippines
10440,TRINITY_DN38061_c0_g1_i1_636,1,Non-Outlier,Indonesia
2017,TRINITY_DN38061_c0_g1_i1_645,1,Non-Outlier,Japan
6229,TRINITY_DN38061_c0_g1_i1_645,0.9,Non-Outlier,Philippines
10441,TRINITY_DN38061_c0_g1_i1_645,1,Non-Outlier,Indonesia
2018,TRINITY_DN38061_c0_g1_i1_646,1,Non-Outlier,Japan
6230,TRINITY_DN38061_c0_g1_i1_646,0.9,Non-Outlier,Philippines
10442,TRINITY_DN38061_c0_g1_i1_646,1,Non-Outlier,Indonesia
2019,TRINITY_DN38061_c0_g1_i1_649,1,Non-Outlier,Japan
6231,TRINITY_DN38061_c0_g1_i1_649,0.9,Non-Outlier,Philippines
10443,TRINITY_DN38061_c0_g1_i1_649,1,Non-Outlier,Indonesia
2021,TRINITY_DN38064_c0_g3_i1_228,0.8125,Non-Outlier,Japan
6233,TRINITY_DN38064_c0_g3_i1_228,0.15,Non-Outlier,Philippines
10445,TRINITY_DN38064_c0_g3_i1_228,0.357142857,Non-Outlier,Indonesia
2022,TRINITY_DN38097_c0_g1_i2_251,0.1875,Non-Outlier,Japan
6234,TRINITY_DN38097_c0_g1_i2_251,0,Non-Outlier,Philippines
10446,TRINITY_DN38097_c0_g1_i2_251,0,Non-Outlier,Indonesia
2023,TRINITY_DN38097_c0_g1_i2_277,0.125,Non-Outlier,Japan
6235,TRINITY_DN38097_c0_g1_i2_277,0.1,Non-Outlier,Philippines
10447,TRINITY_DN38097_c0_g1_i2_277,0.071428571,Non-Outlier,Indonesia
2024,TRINITY_DN38121_c0_g2_i1_146,0.8125,Non-Outlier,Japan
6236,TRINITY_DN38121_c0_g2_i1_146,0.4,Non-Outlier,Philippines
10448,TRINITY_DN38121_c0_g2_i1_146,0.714285714,Non-Outlier,Indonesia
2033,TRINITY_DN38122_c0_g1_i1_1366,0.9375,Non-Outlier,Japan
6245,TRINITY_DN38122_c0_g1_i1_1366,0.85,Non-Outlier,Philippines
10457,TRINITY_DN38122_c0_g1_i1_1366,0.857142857,Non-Outlier,Indonesia
2034,TRINITY_DN38122_c0_g1_i1_1567,1,Non-Outlier,Japan
6246,TRINITY_DN38122_c0_g1_i1_1567,1,Non-Outlier,Philippines
10458,TRINITY_DN38122_c0_g1_i1_1567,0.857142857,Non-Outlier,Indonesia
2035,TRINITY_DN38122_c0_g1_i1_1579,0.125,Non-Outlier,Japan
6247,TRINITY_DN38122_c0_g1_i1_1579,0.1,Non-Outlier,Philippines
10459,TRINITY_DN38122_c0_g1_i1_1579,0,Non-Outlier,Indonesia
2036,TRINITY_DN38122_c0_g1_i1_1645,0.8125,Non-Outlier,Japan
6248,TRINITY_DN38122_c0_g1_i1_1645,0.8,Non-Outlier,Philippines
10460,TRINITY_DN38122_c0_g1_i1_1645,0.642857143,Non-Outlier,Indonesia
2037,TRINITY_DN38122_c0_g1_i1_1672,0.0625,Non-Outlier,Japan
6249,TRINITY_DN38122_c0_g1_i1_1672,0.05,Non-Outlier,Philippines
10461,TRINITY_DN38122_c0_g1_i1_1672,0,Non-Outlier,Indonesia
2038,TRINITY_DN38122_c0_g1_i1_1780,0.8125,Non-Outlier,Japan
6250,TRINITY_DN38122_c0_g1_i1_1780,0.6,Non-Outlier,Philippines
10462,TRINITY_DN38122_c0_g1_i1_1780,0.785714286,Non-Outlier,Indonesia
2025,TRINITY_DN38122_c0_g1_i1_228,0.9375,Non-Outlier,Japan
6237,TRINITY_DN38122_c0_g1_i1_228,0.95,Non-Outlier,Philippines
10449,TRINITY_DN38122_c0_g1_i1_228,0.928571429,Non-Outlier,Indonesia
2026,TRINITY_DN38122_c0_g1_i1_359,0.9375,Non-Outlier,Japan
6238,TRINITY_DN38122_c0_g1_i1_359,0.95,Non-Outlier,Philippines
10450,TRINITY_DN38122_c0_g1_i1_359,0.785714286,Non-Outlier,Indonesia
2027,TRINITY_DN38122_c0_g1_i1_446,0.0625,Non-Outlier,Japan
6239,TRINITY_DN38122_c0_g1_i1_446,0.05,Non-Outlier,Philippines
10451,TRINITY_DN38122_c0_g1_i1_446,0,Non-Outlier,Indonesia
2028,TRINITY_DN38122_c0_g1_i1_450,0.0625,Non-Outlier,Japan
6240,TRINITY_DN38122_c0_g1_i1_450,0.05,Non-Outlier,Philippines
10452,TRINITY_DN38122_c0_g1_i1_450,0,Non-Outlier,Indonesia
2029,TRINITY_DN38122_c0_g1_i1_476,0.9375,Non-Outlier,Japan
6241,TRINITY_DN38122_c0_g1_i1_476,1,Non-Outlier,Philippines
10453,TRINITY_DN38122_c0_g1_i1_476,0.928571429,Non-Outlier,Indonesia
2030,TRINITY_DN38122_c0_g1_i1_490,0.9375,Non-Outlier,Japan
6242,TRINITY_DN38122_c0_g1_i1_490,0.75,Non-Outlier,Philippines
10454,TRINITY_DN38122_c0_g1_i1_490,0.928571429,Non-Outlier,Indonesia
2031,TRINITY_DN38122_c0_g1_i1_778,0.875,Non-Outlier,Japan
6243,TRINITY_DN38122_c0_g1_i1_778,0.8,Non-Outlier,Philippines
10455,TRINITY_DN38122_c0_g1_i1_778,0.714285714,Non-Outlier,Indonesia
2032,TRINITY_DN38122_c0_g1_i1_868,1,Non-Outlier,Japan
6244,TRINITY_DN38122_c0_g1_i1_868,0.9,Non-Outlier,Philippines
10456,TRINITY_DN38122_c0_g1_i1_868,1,Non-Outlier,Indonesia
2039,TRINITY_DN38129_c0_g1_i1_107,0.875,Non-Outlier,Japan
6251,TRINITY_DN38129_c0_g1_i1_107,0.85,Non-Outlier,Philippines
10463,TRINITY_DN38129_c0_g1_i1_107,0.857142857,Non-Outlier,Indonesia
2040,TRINITY_DN38129_c0_g1_i1_281,0.125,Non-Outlier,Japan
6252,TRINITY_DN38129_c0_g1_i1_281,0.05,Non-Outlier,Philippines
10464,TRINITY_DN38129_c0_g1_i1_281,0,Non-Outlier,Indonesia
2041,TRINITY_DN38129_c0_g1_i1_473,0.6875,Non-Outlier,Japan
6253,TRINITY_DN38129_c0_g1_i1_473,0.45,Non-Outlier,Philippines
10465,TRINITY_DN38129_c0_g1_i1_473,0.5,Non-Outlier,Indonesia
2042,TRINITY_DN38129_c0_g1_i1_494,0.75,Non-Outlier,Japan
6254,TRINITY_DN38129_c0_g1_i1_494,0.7,Non-Outlier,Philippines
10466,TRINITY_DN38129_c0_g1_i1_494,0.714285714,Non-Outlier,Indonesia
2043,TRINITY_DN38129_c0_g1_i1_566,0.8125,Non-Outlier,Japan
6255,TRINITY_DN38129_c0_g1_i1_566,0.65,Non-Outlier,Philippines
10467,TRINITY_DN38129_c0_g1_i1_566,0.571428571,Non-Outlier,Indonesia
2044,TRINITY_DN38129_c0_g1_i1_707,1,Non-Outlier,Japan
6256,TRINITY_DN38129_c0_g1_i1_707,0.85,Non-Outlier,Philippines
10468,TRINITY_DN38129_c0_g1_i1_707,0.785714286,Non-Outlier,Indonesia
2045,TRINITY_DN38129_c0_g1_i1_710,1,Non-Outlier,Japan
6257,TRINITY_DN38129_c0_g1_i1_710,0.9,Non-Outlier,Philippines
10469,TRINITY_DN38129_c0_g1_i1_710,0.857142857,Non-Outlier,Indonesia
2046,TRINITY_DN38134_c0_g2_i1_1094,1,Non-Outlier,Japan
6258,TRINITY_DN38134_c0_g2_i1_1094,1,Non-Outlier,Philippines
10470,TRINITY_DN38134_c0_g2_i1_1094,0.785714286,Non-Outlier,Indonesia
2047,TRINITY_DN38134_c0_g2_i1_1113,0.5,Non-Outlier,Japan
6259,TRINITY_DN38134_c0_g2_i1_1113,0.45,Non-Outlier,Philippines
10471,TRINITY_DN38134_c0_g2_i1_1113,0.214285714,Non-Outlier,Indonesia
2048,TRINITY_DN38134_c0_g2_i1_1157,1,Non-Outlier,Japan
6260,TRINITY_DN38134_c0_g2_i1_1157,0.95,Non-Outlier,Philippines
10472,TRINITY_DN38134_c0_g2_i1_1157,0.5,Non-Outlier,Indonesia
2049,TRINITY_DN38134_c0_g2_i1_1158,1,Non-Outlier,Japan
6261,TRINITY_DN38134_c0_g2_i1_1158,0.95,Non-Outlier,Philippines
10473,TRINITY_DN38134_c0_g2_i1_1158,0.5,Non-Outlier,Indonesia
2050,TRINITY_DN38134_c0_g2_i1_1170,0.5625,Non-Outlier,Japan
6262,TRINITY_DN38134_c0_g2_i1_1170,0.25,Non-Outlier,Philippines
10474,TRINITY_DN38134_c0_g2_i1_1170,0.142857143,Non-Outlier,Indonesia
2051,TRINITY_DN38150_c0_g1_i1_684,0.0625,Non-Outlier,Japan
6263,TRINITY_DN38150_c0_g1_i1_684,0.05,Non-Outlier,Philippines
10475,TRINITY_DN38150_c0_g1_i1_684,0,Non-Outlier,Indonesia
2052,TRINITY_DN38150_c0_g1_i1_708,0.9375,Non-Outlier,Japan
6264,TRINITY_DN38150_c0_g1_i1_708,0.75,Non-Outlier,Philippines
10476,TRINITY_DN38150_c0_g1_i1_708,1,Non-Outlier,Indonesia
2053,TRINITY_DN38150_c0_g1_i1_741,1,Non-Outlier,Japan
6265,TRINITY_DN38150_c0_g1_i1_741,1,Non-Outlier,Philippines
10477,TRINITY_DN38150_c0_g1_i1_741,0.857142857,Non-Outlier,Indonesia
2054,TRINITY_DN38150_c0_g1_i1_766,0.875,Non-Outlier,Japan
6266,TRINITY_DN38150_c0_g1_i1_766,0.8,Non-Outlier,Philippines
10478,TRINITY_DN38150_c0_g1_i1_766,0.571428571,Non-Outlier,Indonesia
2055,TRINITY_DN38166_c0_g3_i1_248,0.75,Non-Outlier,Japan
6267,TRINITY_DN38166_c0_g3_i1_248,0.8,Non-Outlier,Philippines
10479,TRINITY_DN38166_c0_g3_i1_248,0.642857143,Non-Outlier,Indonesia
2056,TRINITY_DN38166_c0_g3_i1_257,0.75,Non-Outlier,Japan
6268,TRINITY_DN38166_c0_g3_i1_257,0.85,Non-Outlier,Philippines
10480,TRINITY_DN38166_c0_g3_i1_257,0.642857143,Non-Outlier,Indonesia
2057,TRINITY_DN38166_c0_g3_i1_272,0.8125,Non-Outlier,Japan
6269,TRINITY_DN38166_c0_g3_i1_272,0.85,Non-Outlier,Philippines
10481,TRINITY_DN38166_c0_g3_i1_272,0.642857143,Non-Outlier,Indonesia
2058,TRINITY_DN38166_c0_g3_i1_275,0.125,Non-Outlier,Japan
6270,TRINITY_DN38166_c0_g3_i1_275,0.05,Non-Outlier,Philippines
10482,TRINITY_DN38166_c0_g3_i1_275,0.071428571,Non-Outlier,Indonesia
2059,TRINITY_DN38166_c0_g3_i1_278,0.8125,Non-Outlier,Japan
6271,TRINITY_DN38166_c0_g3_i1_278,0.85,Non-Outlier,Philippines
10483,TRINITY_DN38166_c0_g3_i1_278,0.642857143,Non-Outlier,Indonesia
2061,TRINITY_DN38181_c0_g1_i1_1480,0.25,Non-Outlier,Japan
6273,TRINITY_DN38181_c0_g1_i1_1480,0.05,Non-Outlier,Philippines
10485,TRINITY_DN38181_c0_g1_i1_1480,0.071428571,Non-Outlier,Indonesia
2062,TRINITY_DN38181_c0_g1_i1_1501,1,Non-Outlier,Japan
6274,TRINITY_DN38181_c0_g1_i1_1501,0.9,Non-Outlier,Philippines
10486,TRINITY_DN38181_c0_g1_i1_1501,1,Non-Outlier,Indonesia
2063,TRINITY_DN38181_c0_g1_i1_1652,0.9375,Non-Outlier,Japan
6275,TRINITY_DN38181_c0_g1_i1_1652,0.95,Non-Outlier,Philippines
10487,TRINITY_DN38181_c0_g1_i1_1652,0.928571429,Non-Outlier,Indonesia
2064,TRINITY_DN38181_c0_g1_i1_1653,1,Non-Outlier,Japan
6276,TRINITY_DN38181_c0_g1_i1_1653,0.85,Non-Outlier,Philippines
10488,TRINITY_DN38181_c0_g1_i1_1653,1,Non-Outlier,Indonesia
2065,TRINITY_DN38181_c0_g1_i1_1752,0.125,Non-Outlier,Japan
6277,TRINITY_DN38181_c0_g1_i1_1752,0.05,Non-Outlier,Philippines
10489,TRINITY_DN38181_c0_g1_i1_1752,0.071428571,Non-Outlier,Indonesia
2060,TRINITY_DN38181_c0_g1_i1_700,0.8125,Non-Outlier,Japan
6272,TRINITY_DN38181_c0_g1_i1_700,0.9,Non-Outlier,Philippines
10484,TRINITY_DN38181_c0_g1_i1_700,0.714285714,Non-Outlier,Indonesia
2066,TRINITY_DN38219_c0_g2_i2_1939,1,Non-Outlier,Japan
6278,TRINITY_DN38219_c0_g2_i2_1939,0.95,Non-Outlier,Philippines
10490,TRINITY_DN38219_c0_g2_i2_1939,0.928571429,Non-Outlier,Indonesia
2067,TRINITY_DN38219_c0_g2_i2_2002,0.25,Non-Outlier,Japan
6279,TRINITY_DN38219_c0_g2_i2_2002,0.1,Non-Outlier,Philippines
10491,TRINITY_DN38219_c0_g2_i2_2002,0.142857143,Non-Outlier,Indonesia
2068,TRINITY_DN38231_c0_g1_i1_1067,1,Non-Outlier,Japan
6280,TRINITY_DN38231_c0_g1_i1_1067,0.8,Non-Outlier,Philippines
10492,TRINITY_DN38231_c0_g1_i1_1067,0.857142857,Non-Outlier,Indonesia
2069,TRINITY_DN38235_c0_g1_i1_162,0.875,Non-Outlier,Japan
6281,TRINITY_DN38235_c0_g1_i1_162,1,Non-Outlier,Philippines
10493,TRINITY_DN38235_c0_g1_i1_162,0.785714286,Non-Outlier,Indonesia
2070,TRINITY_DN38241_c0_g1_i1_467,0.9375,Non-Outlier,Japan
6282,TRINITY_DN38241_c0_g1_i1_467,0.65,Non-Outlier,Philippines
10494,TRINITY_DN38241_c0_g1_i1_467,0.642857143,Non-Outlier,Indonesia
2071,TRINITY_DN38243_c0_g1_i1_269,1,Non-Outlier,Japan
6283,TRINITY_DN38243_c0_g1_i1_269,0.95,Non-Outlier,Philippines
10495,TRINITY_DN38243_c0_g1_i1_269,0.928571429,Non-Outlier,Indonesia
2072,TRINITY_DN38243_c0_g1_i1_285,1,Non-Outlier,Japan
6284,TRINITY_DN38243_c0_g1_i1_285,0.95,Non-Outlier,Philippines
10496,TRINITY_DN38243_c0_g1_i1_285,0.928571429,Non-Outlier,Indonesia
2073,TRINITY_DN38243_c0_g1_i1_292,0.125,Non-Outlier,Japan
6285,TRINITY_DN38243_c0_g1_i1_292,0.1,Non-Outlier,Philippines
10497,TRINITY_DN38243_c0_g1_i1_292,0,Non-Outlier,Indonesia
2074,TRINITY_DN38243_c0_g1_i1_679,0.875,Non-Outlier,Japan
6286,TRINITY_DN38243_c0_g1_i1_679,0.85,Non-Outlier,Philippines
10498,TRINITY_DN38243_c0_g1_i1_679,1,Non-Outlier,Indonesia
2075,TRINITY_DN38243_c0_g1_i1_684,0.875,Non-Outlier,Japan
6287,TRINITY_DN38243_c0_g1_i1_684,0.85,Non-Outlier,Philippines
10499,TRINITY_DN38243_c0_g1_i1_684,1,Non-Outlier,Indonesia
2076,TRINITY_DN38243_c0_g1_i1_775,0.9375,Non-Outlier,Japan
6288,TRINITY_DN38243_c0_g1_i1_775,0.7,Non-Outlier,Philippines
10500,TRINITY_DN38243_c0_g1_i1_775,1,Non-Outlier,Indonesia
2077,TRINITY_DN38270_c0_g1_i1_649,0.25,Non-Outlier,Japan
6289,TRINITY_DN38270_c0_g1_i1_649,0.15,Non-Outlier,Philippines
10501,TRINITY_DN38270_c0_g1_i1_649,0.214285714,Non-Outlier,Indonesia
2078,TRINITY_DN38271_c0_g1_i1_554,0.9375,Non-Outlier,Japan
6290,TRINITY_DN38271_c0_g1_i1_554,0.9,Non-Outlier,Philippines
10502,TRINITY_DN38271_c0_g1_i1_554,1,Non-Outlier,Indonesia
2079,TRINITY_DN38287_c0_g1_i1_640,0.375,Non-Outlier,Japan
6291,TRINITY_DN38287_c0_g1_i1_640,0,Non-Outlier,Philippines
10503,TRINITY_DN38287_c0_g1_i1_640,0.071428571,Non-Outlier,Indonesia
2080,TRINITY_DN38287_c0_g1_i1_679,1,Non-Outlier,Japan
6292,TRINITY_DN38287_c0_g1_i1_679,0.9,Non-Outlier,Philippines
10504,TRINITY_DN38287_c0_g1_i1_679,1,Non-Outlier,Indonesia
2081,TRINITY_DN38287_c0_g1_i1_721,1,Non-Outlier,Japan
6293,TRINITY_DN38287_c0_g1_i1_721,0.8,Non-Outlier,Philippines
10505,TRINITY_DN38287_c0_g1_i1_721,1,Non-Outlier,Indonesia
2082,TRINITY_DN38298_c0_g1_i1_649,0.8125,Non-Outlier,Japan
6294,TRINITY_DN38298_c0_g1_i1_649,0.8,Non-Outlier,Philippines
10506,TRINITY_DN38298_c0_g1_i1_649,0.857142857,Non-Outlier,Indonesia
2083,TRINITY_DN38298_c0_g1_i1_687,0.375,Non-Outlier,Japan
6295,TRINITY_DN38298_c0_g1_i1_687,0.15,Non-Outlier,Philippines
10507,TRINITY_DN38298_c0_g1_i1_687,0.071428571,Non-Outlier,Indonesia
2084,TRINITY_DN38320_c0_g1_i1_1416,0.75,Non-Outlier,Japan
6296,TRINITY_DN38320_c0_g1_i1_1416,0.65,Non-Outlier,Philippines
10508,TRINITY_DN38320_c0_g1_i1_1416,0.714285714,Non-Outlier,Indonesia
2085,TRINITY_DN38325_c0_g1_i1_352,0.875,Non-Outlier,Japan
6297,TRINITY_DN38325_c0_g1_i1_352,0.85,Non-Outlier,Philippines
10509,TRINITY_DN38325_c0_g1_i1_352,0.928571429,Non-Outlier,Indonesia
2086,TRINITY_DN38325_c0_g1_i1_485,1,Non-Outlier,Japan
6298,TRINITY_DN38325_c0_g1_i1_485,1,Non-Outlier,Philippines
10510,TRINITY_DN38325_c0_g1_i1_485,0.857142857,Non-Outlier,Indonesia
2087,TRINITY_DN38326_c0_g2_i2_123,0.6875,Non-Outlier,Japan
6299,TRINITY_DN38326_c0_g2_i2_123,0.5,Non-Outlier,Philippines
10511,TRINITY_DN38326_c0_g2_i2_123,0.642857143,Non-Outlier,Indonesia
2088,TRINITY_DN38326_c0_g2_i2_139,0.5625,Non-Outlier,Japan
6300,TRINITY_DN38326_c0_g2_i2_139,0.45,Non-Outlier,Philippines
10512,TRINITY_DN38326_c0_g2_i2_139,0.571428571,Non-Outlier,Indonesia
2089,TRINITY_DN38326_c0_g2_i2_165,0.5625,Non-Outlier,Japan
6301,TRINITY_DN38326_c0_g2_i2_165,0.45,Non-Outlier,Philippines
10513,TRINITY_DN38326_c0_g2_i2_165,0.571428571,Non-Outlier,Indonesia
2090,TRINITY_DN38326_c0_g2_i2_175,0.6875,Non-Outlier,Japan
6302,TRINITY_DN38326_c0_g2_i2_175,0.45,Non-Outlier,Philippines
10514,TRINITY_DN38326_c0_g2_i2_175,0.714285714,Non-Outlier,Indonesia
2091,TRINITY_DN38326_c0_g2_i2_184,0.3125,Non-Outlier,Japan
6303,TRINITY_DN38326_c0_g2_i2_184,0.15,Non-Outlier,Philippines
10515,TRINITY_DN38326_c0_g2_i2_184,0.214285714,Non-Outlier,Indonesia
2092,TRINITY_DN38326_c0_g2_i2_192,1,Non-Outlier,Japan
6304,TRINITY_DN38326_c0_g2_i2_192,1,Non-Outlier,Philippines
10516,TRINITY_DN38326_c0_g2_i2_192,0.857142857,Non-Outlier,Indonesia
2093,TRINITY_DN38326_c0_g2_i2_195,0.5625,Non-Outlier,Japan
6305,TRINITY_DN38326_c0_g2_i2_195,0.45,Non-Outlier,Philippines
10517,TRINITY_DN38326_c0_g2_i2_195,0.571428571,Non-Outlier,Indonesia
2094,TRINITY_DN38331_c0_g1_i1_107,1,Non-Outlier,Japan
6306,TRINITY_DN38331_c0_g1_i1_107,0.9,Non-Outlier,Philippines
10518,TRINITY_DN38331_c0_g1_i1_107,0.928571429,Non-Outlier,Indonesia
2096,TRINITY_DN38348_c0_g1_i1_536,0.5625,Non-Outlier,Japan
6308,TRINITY_DN38348_c0_g1_i1_536,0.5,Non-Outlier,Philippines
10520,TRINITY_DN38348_c0_g1_i1_536,0.428571429,Non-Outlier,Indonesia
2105,TRINITY_DN38365_c0_g1_i1_1156,0.875,Non-Outlier,Japan
6317,TRINITY_DN38365_c0_g1_i1_1156,0.75,Non-Outlier,Philippines
10529,TRINITY_DN38365_c0_g1_i1_1156,0.785714286,Non-Outlier,Indonesia
2106,TRINITY_DN38365_c0_g1_i1_1222,0.25,Non-Outlier,Japan
6318,TRINITY_DN38365_c0_g1_i1_1222,0.25,Non-Outlier,Philippines
10530,TRINITY_DN38365_c0_g1_i1_1222,0.214285714,Non-Outlier,Indonesia
2107,TRINITY_DN38365_c0_g1_i1_1335,0.25,Non-Outlier,Japan
6319,TRINITY_DN38365_c0_g1_i1_1335,0.15,Non-Outlier,Philippines
10531,TRINITY_DN38365_c0_g1_i1_1335,0.071428571,Non-Outlier,Indonesia
2101,TRINITY_DN38365_c0_g1_i1_267,0.125,Non-Outlier,Japan
6313,TRINITY_DN38365_c0_g1_i1_267,0.05,Non-Outlier,Philippines
10525,TRINITY_DN38365_c0_g1_i1_267,0,Non-Outlier,Indonesia
2102,TRINITY_DN38365_c0_g1_i1_299,0.3125,Non-Outlier,Japan
6314,TRINITY_DN38365_c0_g1_i1_299,0.2,Non-Outlier,Philippines
10526,TRINITY_DN38365_c0_g1_i1_299,0.071428571,Non-Outlier,Indonesia
2103,TRINITY_DN38365_c0_g1_i1_306,0.0625,Non-Outlier,Japan
6315,TRINITY_DN38365_c0_g1_i1_306,0.05,Non-Outlier,Philippines
10527,TRINITY_DN38365_c0_g1_i1_306,0,Non-Outlier,Indonesia
2104,TRINITY_DN38365_c0_g1_i1_595,0.25,Non-Outlier,Japan
6316,TRINITY_DN38365_c0_g1_i1_595,0.15,Non-Outlier,Philippines
10528,TRINITY_DN38365_c0_g1_i1_595,0.071428571,Non-Outlier,Indonesia
2108,TRINITY_DN38384_c0_g1_i2_157,0.9375,Non-Outlier,Japan
6320,TRINITY_DN38384_c0_g1_i2_157,0.75,Non-Outlier,Philippines
10532,TRINITY_DN38384_c0_g1_i2_157,0.928571429,Non-Outlier,Indonesia
2109,TRINITY_DN38384_c0_g1_i2_159,0.9375,Non-Outlier,Japan
6321,TRINITY_DN38384_c0_g1_i2_159,0.75,Non-Outlier,Philippines
10533,TRINITY_DN38384_c0_g1_i2_159,0.928571429,Non-Outlier,Indonesia
2110,TRINITY_DN38384_c0_g1_i2_168,0.9375,Non-Outlier,Japan
6322,TRINITY_DN38384_c0_g1_i2_168,0.75,Non-Outlier,Philippines
10534,TRINITY_DN38384_c0_g1_i2_168,0.928571429,Non-Outlier,Indonesia
2111,TRINITY_DN38384_c0_g1_i2_169,0.9375,Non-Outlier,Japan
6323,TRINITY_DN38384_c0_g1_i2_169,0.75,Non-Outlier,Philippines
10535,TRINITY_DN38384_c0_g1_i2_169,0.928571429,Non-Outlier,Indonesia
2112,TRINITY_DN38396_c0_g2_i1_422,1,Non-Outlier,Japan
6324,TRINITY_DN38396_c0_g2_i1_422,0.75,Non-Outlier,Philippines
10536,TRINITY_DN38396_c0_g2_i1_422,0.714285714,Non-Outlier,Indonesia
2113,TRINITY_DN38396_c0_g2_i1_500,0.375,Non-Outlier,Japan
6325,TRINITY_DN38396_c0_g2_i1_500,0.15,Non-Outlier,Philippines
10537,TRINITY_DN38396_c0_g2_i1_500,0.357142857,Non-Outlier,Indonesia
2114,TRINITY_DN38423_c0_g1_i1_146,1,Non-Outlier,Japan
6326,TRINITY_DN38423_c0_g1_i1_146,0.85,Non-Outlier,Philippines
10538,TRINITY_DN38423_c0_g1_i1_146,1,Non-Outlier,Indonesia
