CHROM,POS,PI
TRINITY_DN33780_c0_g1_i1,259,0.233333
TRINITY_DN33790_c0_g1_i2,413,0.233333
TRINITY_DN33893_c0_g1_i1,302,0
TRINITY_DN33893_c0_g1_i1,922,0
TRINITY_DN33904_c0_g1_i1,246,0.125
TRINITY_DN33904_c0_g1_i1,311,0.525
TRINITY_DN33904_c0_g1_i1,362,0.325
TRINITY_DN33904_c0_g1_i1,413,0.125
TRINITY_DN33904_c0_g1_i1,697,0.125
TRINITY_DN33904_c0_g1_i1,698,0.125
TRINITY_DN33904_c0_g1_i1,701,0.125
TRINITY_DN33922_c0_g1_i1,696,0.325
TRINITY_DN33922_c0_g1_i1,708,0.125
TRINITY_DN33922_c0_g1_i1,780,0
TRINITY_DN33929_c0_g3_i1,660,0
TRINITY_DN33929_c0_g3_i1,1462,0
TRINITY_DN33929_c0_g3_i1,1510,0
TRINITY_DN33929_c0_g3_i1,1533,0
TRINITY_DN33929_c0_g3_i1,1536,0
TRINITY_DN33929_c0_g3_i1,1588,0.125
TRINITY_DN33978_c0_g1_i1,273,0.4
TRINITY_DN33978_c0_g1_i1,310,0.233333
TRINITY_DN33978_c0_g1_i1,315,0.325
TRINITY_DN33978_c0_g1_i1,385,0.5
TRINITY_DN33978_c0_g1_i1,477,0.233333
TRINITY_DN33978_c0_g1_i1,492,0
TRINITY_DN34088_c0_g1_i1,713,0.233333
TRINITY_DN34088_c0_g1_i1,760,0.233333
TRINITY_DN34156_c0_g1_i1,460,0.458333
TRINITY_DN34156_c0_g1_i1,478,0.5
TRINITY_DN34156_c0_g1_i1,508,0.533333
TRINITY_DN34156_c0_g1_i1,551,0
TRINITY_DN34156_c0_g1_i1,592,0.5
TRINITY_DN34156_c0_g1_i1,839,0.325
TRINITY_DN34156_c0_g1_i1,1333,0.5
TRINITY_DN34156_c0_g1_i1,1473,0.5
TRINITY_DN34156_c0_g1_i1,1478,0.5
TRINITY_DN34166_c0_g2_i1,862,0.458333
TRINITY_DN34170_c0_g1_i1,178,0
TRINITY_DN34170_c0_g1_i1,268,0.125
TRINITY_DN34170_c0_g1_i1,308,0
TRINITY_DN34185_c0_g1_i1,547,0.125
TRINITY_DN34185_c0_g1_i1,718,0.125
TRINITY_DN34185_c0_g1_i1,1211,0
TRINITY_DN34185_c0_g1_i1,1305,0
TRINITY_DN34185_c0_g1_i1,1315,0.233333
TRINITY_DN34185_c0_g1_i1,1316,0
TRINITY_DN34185_c0_g1_i1,1416,0.533333
TRINITY_DN34185_c0_g1_i1,1429,0
TRINITY_DN34185_c0_g1_i1,1499,0
TRINITY_DN34185_c0_g1_i1,1509,0.125
TRINITY_DN34223_c0_g1_i1,122,0.458333
TRINITY_DN34223_c0_g1_i1,444,0.233333
TRINITY_DN34223_c0_g1_i1,467,0.4
TRINITY_DN34223_c0_g1_i1,552,0.125
TRINITY_DN34223_c0_g1_i1,896,0.533333
TRINITY_DN34223_c0_g1_i1,936,0
TRINITY_DN34223_c0_g1_i1,1014,0
TRINITY_DN34223_c0_g1_i1,1104,0
TRINITY_DN34223_c0_g1_i1,1167,0.5
TRINITY_DN34234_c0_g1_i1,727,0.125
TRINITY_DN34234_c0_g1_i1,810,0.233333
TRINITY_DN34250_c0_g1_i1,175,0
TRINITY_DN34250_c0_g1_i1,199,0
TRINITY_DN34273_c0_g1_i1,195,0.125
TRINITY_DN34273_c0_g1_i1,204,0.125
TRINITY_DN34273_c0_g1_i1,206,0.125
TRINITY_DN34273_c0_g1_i1,207,0.125
TRINITY_DN34273_c0_g1_i1,212,0.125
TRINITY_DN34340_c0_g1_i1,106,0.125
TRINITY_DN34340_c0_g1_i1,118,0.125
TRINITY_DN34355_c0_g1_i1,195,0
TRINITY_DN34355_c0_g1_i1,204,0
TRINITY_DN34355_c0_g1_i1,207,0
TRINITY_DN34355_c0_g1_i1,213,0
TRINITY_DN34355_c0_g1_i1,216,0
TRINITY_DN34355_c0_g1_i1,225,0
TRINITY_DN34355_c0_g1_i1,228,0
TRINITY_DN34355_c0_g1_i1,231,0
TRINITY_DN34355_c0_g1_i1,234,0
TRINITY_DN34365_c0_g1_i1,193,0
TRINITY_DN34365_c0_g1_i1,214,0
TRINITY_DN34373_c0_g1_i1,236,0.233333
TRINITY_DN34373_c0_g1_i1,309,0.233333
TRINITY_DN34373_c0_g1_i1,744,0
TRINITY_DN34373_c0_g1_i1,783,0.5
TRINITY_DN34469_c0_g1_i1,149,0.125
TRINITY_DN34483_c0_g1_i1,171,0.4
TRINITY_DN34483_c0_g1_i1,236,0
TRINITY_DN34491_c0_g2_i2,54,0.458333
TRINITY_DN34530_c0_g1_i1,63,0.125
TRINITY_DN34530_c0_g1_i1,75,0.233333
TRINITY_DN34530_c0_g1_i1,110,0.125
TRINITY_DN34530_c0_g1_i1,172,0.325
TRINITY_DN34530_c0_g1_i1,394,0.233333
TRINITY_DN34530_c0_g1_i1,427,0.325
TRINITY_DN34530_c0_g1_i1,430,0.325
TRINITY_DN34530_c0_g1_i1,442,0.325
TRINITY_DN34530_c0_g1_i1,812,0.125
TRINITY_DN34592_c0_g1_i1,449,0.458333
TRINITY_DN34621_c1_g2_i1,76,0.125
TRINITY_DN34621_c1_g2_i1,89,0
TRINITY_DN34621_c1_g2_i1,97,0
TRINITY_DN34621_c1_g2_i1,113,0
TRINITY_DN34621_c1_g2_i1,116,0
TRINITY_DN34621_c1_g2_i1,124,0
TRINITY_DN34621_c1_g2_i1,145,0
TRINITY_DN34621_c1_g2_i1,166,0
TRINITY_DN34621_c1_g2_i1,175,0
TRINITY_DN34621_c2_g2_i1,157,0.125
TRINITY_DN34621_c2_g2_i1,166,0.125
TRINITY_DN34621_c2_g2_i1,175,0.125
TRINITY_DN34646_c0_g2_i1,785,0.125
TRINITY_DN34647_c0_g2_i1,335,0.233333
TRINITY_DN34661_c0_g1_i1,420,0.233333
TRINITY_DN34661_c0_g1_i1,508,0.233333
TRINITY_DN34661_c0_g1_i1,510,0.233333
TRINITY_DN34661_c0_g1_i1,837,0
TRINITY_DN34670_c0_g1_i1,139,0.125
TRINITY_DN34670_c0_g1_i1,226,0.325
TRINITY_DN34670_c0_g1_i1,308,0.233333
TRINITY_DN34708_c0_g2_i1,607,0
TRINITY_DN34722_c0_g2_i1,297,0
TRINITY_DN34722_c1_g2_i1,63,0.125
TRINITY_DN34724_c0_g1_i1,135,0
TRINITY_DN34728_c1_g1_i1,103,0.325
TRINITY_DN34728_c1_g1_i1,255,0
TRINITY_DN34728_c1_g1_i1,345,0.125
TRINITY_DN34728_c1_g1_i1,348,0
TRINITY_DN34772_c0_g1_i1,86,0
TRINITY_DN34772_c0_g1_i1,243,0.125
TRINITY_DN34860_c0_g3_i1,146,0.233333
TRINITY_DN34860_c0_g3_i1,147,0.4
TRINITY_DN34866_c0_g1_i1,524,0
TRINITY_DN34875_c0_g1_i1,749,0.5
TRINITY_DN34895_c0_g5_i1,238,0.4
TRINITY_DN34895_c0_g5_i1,255,0.4
TRINITY_DN34895_c0_g5_i1,273,0.325
TRINITY_DN34895_c0_g5_i1,319,0.233333
TRINITY_DN34895_c0_g5_i1,320,0
TRINITY_DN34895_c0_g5_i1,340,0.125
TRINITY_DN34895_c0_g5_i1,351,0.525
TRINITY_DN34895_c0_g6_i1,173,0.525
TRINITY_DN34928_c0_g1_i1,113,0.325
TRINITY_DN34928_c0_g1_i1,127,0.458333
TRINITY_DN34928_c0_g1_i1,151,0.525
TRINITY_DN34928_c0_g1_i1,153,0.525
TRINITY_DN34928_c0_g1_i1,187,0.533333
TRINITY_DN34928_c0_g1_i1,289,0
TRINITY_DN34928_c0_g1_i1,519,0.233333
TRINITY_DN34928_c0_g1_i1,547,0.458333
TRINITY_DN34928_c0_g1_i1,569,0
TRINITY_DN34928_c0_g1_i1,745,0.125
TRINITY_DN34928_c0_g1_i1,748,0.4
TRINITY_DN34928_c0_g1_i1,782,0.125
TRINITY_DN34928_c0_g1_i1,794,0
TRINITY_DN34928_c0_g1_i1,809,0.325
TRINITY_DN34928_c0_g1_i1,860,0.4
TRINITY_DN34928_c0_g1_i1,896,0.458333
TRINITY_DN34928_c0_g1_i1,919,0.325
TRINITY_DN34928_c0_g1_i1,976,0.233333
TRINITY_DN34928_c0_g1_i1,993,0.325
TRINITY_DN34928_c0_g1_i1,999,0.325
TRINITY_DN34928_c0_g1_i1,1128,0
TRINITY_DN34928_c0_g1_i1,1201,0.533333
TRINITY_DN34928_c0_g1_i1,1205,0.325
TRINITY_DN34928_c0_g1_i1,1206,0.525
TRINITY_DN34931_c0_g1_i1,962,0.233333
TRINITY_DN34931_c0_g1_i1,965,0.233333
TRINITY_DN34931_c0_g1_i1,983,0.125
TRINITY_DN34931_c0_g1_i1,1004,0.458333
TRINITY_DN34972_c0_g1_i1,949,0.125
TRINITY_DN34972_c0_g1_i1,1213,0.125
TRINITY_DN34972_c0_g1_i1,1252,0.125
TRINITY_DN34987_c0_g2_i1,91,0
TRINITY_DN34987_c0_g2_i1,187,0.233333
TRINITY_DN34987_c0_g2_i1,271,0.125
TRINITY_DN34987_c0_g2_i1,388,0.125
TRINITY_DN34989_c0_g1_i1,620,0.125
TRINITY_DN34989_c0_g1_i1,997,0.458333
TRINITY_DN34989_c0_g1_i1,1610,0
TRINITY_DN34991_c0_g2_i1,585,0.125
TRINITY_DN35003_c0_g1_i1,526,0
TRINITY_DN35026_c0_g1_i1,1327,0
TRINITY_DN35026_c0_g1_i1,1417,0.4
TRINITY_DN35026_c0_g1_i1,1462,0.525
TRINITY_DN35026_c0_g1_i1,1495,0.533333
TRINITY_DN35026_c0_g1_i1,1570,0.525
TRINITY_DN35027_c1_g1_i1,348,0.125
TRINITY_DN35027_c1_g1_i1,471,0.4
TRINITY_DN35027_c1_g1_i1,478,0.125
TRINITY_DN35027_c1_g1_i1,1105,0.125
TRINITY_DN35039_c1_g1_i1,166,0.125
TRINITY_DN35039_c1_g1_i1,167,0.125
TRINITY_DN35039_c1_g1_i1,204,0
TRINITY_DN35039_c1_g1_i1,737,0.525
TRINITY_DN35067_c1_g1_i1,433,0.125
TRINITY_DN35070_c0_g1_i1,326,0.125
TRINITY_DN35070_c0_g1_i1,402,0
TRINITY_DN35070_c0_g1_i1,473,0.233333
TRINITY_DN35070_c0_g1_i1,521,0.525
TRINITY_DN35070_c0_g1_i1,557,0.4
TRINITY_DN35070_c0_g1_i1,580,0
TRINITY_DN35070_c0_g1_i1,629,0.233333
TRINITY_DN35070_c0_g1_i1,636,0
TRINITY_DN35091_c1_g1_i1,149,0
TRINITY_DN35091_c1_g1_i1,569,0
TRINITY_DN35091_c1_g1_i2,216,0
TRINITY_DN35091_c1_g1_i2,217,0
TRINITY_DN35091_c1_g1_i2,225,0
TRINITY_DN35091_c1_g1_i2,240,0
TRINITY_DN35130_c0_g1_i1,1269,0.5
TRINITY_DN35130_c0_g1_i1,1340,0.533333
TRINITY_DN35208_c0_g1_i1,1015,0
TRINITY_DN35208_c0_g1_i1,1120,0.325
TRINITY_DN35208_c0_g1_i1,1213,0
TRINITY_DN35209_c1_g1_i1,1350,0
TRINITY_DN35209_c1_g1_i1,1393,0.125
TRINITY_DN35209_c1_g1_i1,1413,0.125
TRINITY_DN35246_c0_g2_i1,163,0.5
TRINITY_DN35246_c0_g2_i1,187,0.533333
TRINITY_DN35246_c0_g2_i1,199,0.233333
TRINITY_DN35246_c0_g2_i1,251,0.125
TRINITY_DN35246_c0_g2_i1,343,0.233333
TRINITY_DN35246_c0_g2_i1,517,0.125
TRINITY_DN35246_c0_g2_i1,541,0.458333
TRINITY_DN35266_c0_g1_i1,1253,0.4
TRINITY_DN35300_c0_g1_i1,153,0.125
TRINITY_DN35300_c0_g1_i1,783,0.5
TRINITY_DN35300_c0_g1_i1,810,0.4
TRINITY_DN35300_c0_g1_i1,813,0.325
TRINITY_DN35300_c0_g1_i1,816,0.233333
TRINITY_DN35306_c0_g1_i1,73,0
TRINITY_DN35306_c0_g1_i1,125,0.125
TRINITY_DN35306_c0_g1_i1,190,0.233333
TRINITY_DN35306_c0_g1_i1,262,0
TRINITY_DN35306_c0_g1_i1,269,0.125
TRINITY_DN35306_c0_g1_i1,339,0.4
TRINITY_DN35340_c1_g1_i1,380,0.233333
TRINITY_DN35340_c1_g1_i1,407,0
TRINITY_DN35340_c1_g1_i1,427,0.125
TRINITY_DN35340_c1_g1_i1,449,0.533333
TRINITY_DN35340_c1_g1_i1,477,0.125
TRINITY_DN35340_c1_g1_i2,94,0.458333
TRINITY_DN35340_c1_g1_i2,116,0.525
TRINITY_DN35340_c1_g1_i2,274,0.5
TRINITY_DN35340_c2_g1_i1,58,0.5
TRINITY_DN35340_c2_g1_i1,61,0.5
TRINITY_DN35351_c0_g1_i1,832,0
TRINITY_DN35351_c0_g1_i1,842,0.125
TRINITY_DN35354_c0_g1_i2,241,0.233333
TRINITY_DN35354_c0_g1_i2,264,0.233333
TRINITY_DN35354_c0_g1_i2,288,0.233333
TRINITY_DN35390_c0_g1_i1,284,0.325
TRINITY_DN35390_c0_g1_i1,356,0
TRINITY_DN35414_c0_g1_i1,424,0.233333
TRINITY_DN35414_c0_g1_i1,427,0.4
TRINITY_DN35414_c0_g1_i1,471,0.525
TRINITY_DN35414_c0_g1_i1,488,0.325
TRINITY_DN35414_c0_g1_i1,502,0
TRINITY_DN35414_c0_g1_i1,528,0.233333
TRINITY_DN35414_c0_g1_i1,536,0.5
TRINITY_DN35414_c0_g1_i1,559,0.533333
TRINITY_DN35414_c0_g1_i1,652,0
TRINITY_DN35464_c0_g1_i1,567,0.325
TRINITY_DN35464_c0_g1_i1,605,0.125
TRINITY_DN35509_c0_g2_i1,182,0.458333
TRINITY_DN35509_c0_g2_i1,210,0.233333
TRINITY_DN35509_c0_g2_i1,431,0
TRINITY_DN35509_c0_g2_i1,617,0.125
TRINITY_DN35509_c0_g2_i1,845,0.125
TRINITY_DN35536_c0_g1_i1,812,0.233333
TRINITY_DN35536_c0_g1_i1,899,0.233333
TRINITY_DN35536_c0_g1_i1,921,0.325
TRINITY_DN35536_c0_g1_i1,937,0.325
TRINITY_DN35556_c0_g1_i1,223,0.325
TRINITY_DN35556_c0_g1_i1,241,0.325
TRINITY_DN35556_c0_g1_i1,254,0
TRINITY_DN35556_c0_g1_i1,262,0.4
TRINITY_DN35556_c0_g1_i1,267,0.325
TRINITY_DN35556_c0_g1_i1,270,0.325
TRINITY_DN35568_c0_g1_i1,224,0.125
TRINITY_DN35575_c0_g1_i1,379,0
TRINITY_DN35575_c0_g1_i1,400,0.325
TRINITY_DN35575_c0_g1_i1,443,0.125
TRINITY_DN35575_c0_g1_i1,725,0
TRINITY_DN35575_c0_g1_i1,731,0
TRINITY_DN35575_c0_g1_i1,734,0
TRINITY_DN35586_c0_g3_i2,1394,0.233333
TRINITY_DN35590_c0_g1_i1,726,0.525
TRINITY_DN35590_c0_g1_i1,765,0.5
TRINITY_DN35590_c0_g1_i1,834,0.458333
TRINITY_DN35590_c0_g1_i1,1811,0.125
TRINITY_DN35628_c0_g1_i1,46,0.125
TRINITY_DN35673_c1_g2_i2,436,0
TRINITY_DN35673_c1_g2_i2,553,0
TRINITY_DN35709_c0_g2_i1,246,0.325
TRINITY_DN35709_c0_g2_i1,359,0
TRINITY_DN35709_c0_g2_i1,395,0.325
TRINITY_DN35709_c0_g2_i1,404,0
TRINITY_DN35709_c0_g2_i1,419,0.4
TRINITY_DN35710_c0_g1_i1,281,0
TRINITY_DN35710_c0_g1_i1,586,0.525
TRINITY_DN35726_c0_g2_i1,287,0
TRINITY_DN35743_c0_g1_i1,163,0.4
TRINITY_DN35743_c0_g1_i1,194,0
TRINITY_DN35756_c0_g2_i1,374,0
TRINITY_DN35756_c0_g2_i1,405,0.125
TRINITY_DN35756_c0_g2_i1,1605,0.125
TRINITY_DN35786_c0_g1_i1,530,0
TRINITY_DN35799_c0_g2_i1,80,0.533333
TRINITY_DN35799_c0_g2_i1,107,0.533333
TRINITY_DN35799_c0_g2_i1,110,0.533333
TRINITY_DN35802_c0_g3_i1,666,0
TRINITY_DN35806_c0_g2_i1,422,0.533333
TRINITY_DN35806_c0_g2_i1,533,0.325
TRINITY_DN35806_c0_g2_i1,544,0.525
TRINITY_DN35823_c1_g1_i1,220,0.325
TRINITY_DN35823_c1_g1_i1,349,0.233333
TRINITY_DN35823_c1_g1_i1,405,0.458333
TRINITY_DN35823_c1_g1_i1,545,0
TRINITY_DN35823_c1_g1_i1,573,0.125
TRINITY_DN35823_c1_g1_i1,574,0.125
TRINITY_DN35845_c0_g1_i1,1767,0
TRINITY_DN35849_c0_g1_i1,325,0.125
TRINITY_DN35849_c0_g1_i1,330,0
TRINITY_DN35849_c0_g1_i1,346,0.525
TRINITY_DN35849_c0_g1_i1,356,0
TRINITY_DN35849_c0_g1_i1,388,0
TRINITY_DN35849_c0_g1_i1,946,0.325
TRINITY_DN35849_c0_g1_i1,1021,0.458333
TRINITY_DN35849_c0_g1_i1,1168,0.525
TRINITY_DN35854_c0_g1_i1,127,0.533333
TRINITY_DN35854_c0_g1_i1,283,0.233333
TRINITY_DN35854_c0_g1_i1,423,0
TRINITY_DN35854_c0_g1_i1,424,0
TRINITY_DN35854_c1_g1_i1,73,0.233333
TRINITY_DN35854_c1_g1_i1,210,0.233333
TRINITY_DN35854_c1_g1_i1,248,0.325
TRINITY_DN35854_c1_g1_i1,249,0.325
TRINITY_DN35855_c0_g1_i1,283,0.125
TRINITY_DN35906_c1_g1_i1,163,0.233333
TRINITY_DN35906_c1_g1_i1,177,0.233333
TRINITY_DN35906_c1_g1_i1,285,0.5
TRINITY_DN35906_c1_g1_i1,360,0.533333
TRINITY_DN35906_c1_g1_i1,366,0.233333
TRINITY_DN35906_c1_g1_i1,695,0.325
TRINITY_DN35906_c1_g1_i1,843,0.233333
TRINITY_DN35906_c1_g1_i1,911,0.325
TRINITY_DN35906_c1_g1_i1,913,0.525
TRINITY_DN35906_c1_g1_i1,1226,0.233333
TRINITY_DN35906_c1_g1_i1,1349,0.233333
TRINITY_DN35906_c1_g1_i1,1453,0.125
TRINITY_DN35906_c1_g1_i1,1479,0.233333
TRINITY_DN35906_c1_g1_i1,1492,0.233333
TRINITY_DN35906_c1_g1_i1,1505,0.325
TRINITY_DN35906_c1_g1_i1,1898,0.233333
TRINITY_DN35910_c0_g2_i1,264,0.4
TRINITY_DN35929_c1_g1_i1,121,0.5
TRINITY_DN35929_c1_g1_i1,204,0
TRINITY_DN35929_c1_g1_i1,312,0.4
TRINITY_DN35929_c1_g1_i1,351,0.325
TRINITY_DN35929_c1_g1_i1,507,0.233333
TRINITY_DN35929_c1_g1_i1,627,0.125
TRINITY_DN35929_c1_g1_i1,654,0.458333
TRINITY_DN35929_c1_g1_i1,788,0.525
TRINITY_DN35955_c0_g1_i1,1315,0.125
TRINITY_DN35955_c0_g1_i1,1334,0.325
TRINITY_DN35955_c0_g1_i1,1339,0.233333
TRINITY_DN35955_c0_g1_i1,1362,0
TRINITY_DN35955_c0_g1_i1,1389,0
TRINITY_DN35955_c0_g2_i1,54,0.233333
TRINITY_DN35955_c0_g2_i1,91,0.458333
TRINITY_DN35955_c0_g2_i1,142,0.325
TRINITY_DN35955_c0_g2_i1,144,0.325
TRINITY_DN35970_c0_g1_i1,843,0.458333
TRINITY_DN35986_c0_g1_i2,61,0.4
TRINITY_DN35986_c0_g1_i2,103,0.4
TRINITY_DN35986_c0_g1_i2,121,0
TRINITY_DN35986_c0_g1_i2,148,0.5
TRINITY_DN35986_c0_g1_i2,225,0.525
TRINITY_DN35986_c0_g2_i1,141,0.125
TRINITY_DN35986_c0_g2_i1,177,0.325
TRINITY_DN35989_c0_g1_i1,708,0
TRINITY_DN36015_c0_g1_i2,970,0
TRINITY_DN36021_c0_g1_i1,813,0.325
TRINITY_DN36021_c0_g1_i1,841,0.4
TRINITY_DN36021_c0_g1_i1,846,0.325
TRINITY_DN36021_c0_g1_i1,873,0.4
TRINITY_DN36021_c0_g1_i1,901,0.4
TRINITY_DN36025_c0_g1_i1,462,0.4
TRINITY_DN36025_c0_g1_i1,572,0.233333
TRINITY_DN36025_c0_g1_i1,931,0.125
TRINITY_DN36025_c0_g1_i1,944,0.125
TRINITY_DN36025_c0_g1_i1,949,0.325
TRINITY_DN36025_c0_g1_i1,963,0
TRINITY_DN36025_c0_g1_i1,984,0.4
TRINITY_DN36025_c0_g1_i1,1000,0
TRINITY_DN36056_c0_g1_i2,383,0.233333
TRINITY_DN36056_c0_g1_i2,476,0.325
TRINITY_DN36056_c0_g2_i1,237,0.5
TRINITY_DN36056_c0_g2_i1,312,0.325
TRINITY_DN36071_c0_g2_i1,704,0
TRINITY_DN36098_c0_g1_i1,259,0.325
TRINITY_DN36098_c0_g1_i1,312,0.525
TRINITY_DN36098_c0_g1_i1,356,0
TRINITY_DN36098_c0_g1_i1,388,0.533333
TRINITY_DN36098_c0_g1_i1,399,0.4
TRINITY_DN36098_c0_g1_i1,678,0.125
TRINITY_DN36098_c0_g1_i1,867,0.125
TRINITY_DN36098_c0_g1_i1,1046,0
TRINITY_DN36098_c0_g1_i1,1052,0.233333
TRINITY_DN36098_c0_g1_i1,1064,0.233333
TRINITY_DN36098_c0_g1_i1,1069,0
TRINITY_DN36098_c0_g1_i1,1184,0.233333
TRINITY_DN36141_c0_g1_i1,881,0.525
TRINITY_DN36141_c0_g1_i1,882,0.525
TRINITY_DN36173_c0_g1_i1,240,0.125
TRINITY_DN36173_c0_g1_i1,256,0.4
TRINITY_DN36173_c0_g1_i1,299,0.125
TRINITY_DN36173_c0_g1_i1,578,0.125
TRINITY_DN36178_c0_g1_i2,434,0
TRINITY_DN36178_c0_g1_i2,469,0
TRINITY_DN36178_c0_g1_i2,845,0.5
TRINITY_DN36178_c0_g1_i2,961,0
TRINITY_DN36186_c0_g1_i1,137,0.5
TRINITY_DN36186_c0_g1_i1,139,0.325
TRINITY_DN36186_c0_g1_i1,164,0.525
TRINITY_DN36189_c0_g1_i1,106,0.525
TRINITY_DN36189_c0_g1_i1,121,0.125
TRINITY_DN36189_c0_g1_i1,122,0.125
TRINITY_DN36189_c0_g1_i1,124,0.125
TRINITY_DN36189_c0_g1_i1,221,0.5
TRINITY_DN36189_c0_g1_i1,482,0.233333
TRINITY_DN36189_c0_g1_i1,530,0
TRINITY_DN36189_c0_g1_i1,719,0.125
TRINITY_DN36189_c0_g1_i1,722,0.233333
TRINITY_DN36189_c0_g1_i1,988,0.125
TRINITY_DN36189_c0_g1_i1,998,0.125
TRINITY_DN36189_c0_g1_i1,1028,0.125
TRINITY_DN36189_c0_g1_i1,1872,0.233333
TRINITY_DN36189_c0_g1_i1,1920,0.525
TRINITY_DN36189_c0_g1_i1,2238,0
TRINITY_DN36197_c0_g1_i1,745,0.233333
TRINITY_DN36197_c0_g1_i1,747,0.458333
TRINITY_DN36202_c0_g1_i1,983,0
TRINITY_DN36210_c0_g1_i4,394,0.125
TRINITY_DN36210_c0_g1_i4,421,0.125
TRINITY_DN36210_c0_g1_i4,424,0.125
TRINITY_DN36210_c0_g1_i4,427,0.125
TRINITY_DN36210_c0_g1_i4,439,0.125
TRINITY_DN36210_c0_g1_i4,442,0.125
TRINITY_DN36235_c0_g1_i1,413,0.533333
TRINITY_DN36235_c0_g1_i1,472,0
TRINITY_DN36270_c0_g1_i1,676,0.125
TRINITY_DN36270_c0_g1_i1,694,0
TRINITY_DN36275_c0_g2_i1,164,0.233333
TRINITY_DN36281_c0_g1_i1,268,0
TRINITY_DN36281_c0_g1_i1,277,0.5
TRINITY_DN36281_c0_g1_i1,286,0
TRINITY_DN36281_c0_g1_i1,390,0.4
TRINITY_DN36281_c0_g1_i1,488,0.125
TRINITY_DN36281_c0_g1_i1,549,0.4
TRINITY_DN36281_c0_g1_i1,699,0.5
TRINITY_DN36281_c0_g1_i1,705,0
TRINITY_DN36281_c0_g1_i1,899,0.233333
TRINITY_DN36281_c0_g1_i1,918,0.525
TRINITY_DN36281_c0_g1_i1,1032,0
TRINITY_DN36281_c0_g1_i1,1128,0.525
TRINITY_DN36282_c0_g1_i1,96,0.233333
TRINITY_DN36282_c0_g1_i1,108,0
TRINITY_DN36282_c0_g1_i1,109,0
TRINITY_DN36282_c0_g1_i1,149,0.125
TRINITY_DN36329_c0_g1_i1,566,0.125
TRINITY_DN36341_c0_g9_i1,88,0.4
TRINITY_DN36341_c0_g9_i1,169,0.233333
TRINITY_DN36358_c0_g2_i1,61,0.4
TRINITY_DN36358_c0_g2_i1,101,0.125
TRINITY_DN36358_c0_g2_i1,283,0.125
TRINITY_DN36358_c0_g3_i1,775,0.233333
TRINITY_DN36358_c0_g3_i1,844,0.125
TRINITY_DN36358_c0_g3_i1,856,0
TRINITY_DN36359_c0_g1_i1,932,0.325
TRINITY_DN36359_c0_g1_i1,1039,0.233333
TRINITY_DN36376_c0_g1_i1,700,0.125
TRINITY_DN36391_c0_g1_i2,215,0.233333
TRINITY_DN36392_c0_g2_i1,95,0
TRINITY_DN36392_c0_g2_i1,110,0.4
TRINITY_DN36392_c0_g2_i1,185,0.5
TRINITY_DN36406_c0_g2_i1,504,0.125
TRINITY_DN36408_c0_g1_i1,232,0.125
TRINITY_DN36408_c0_g1_i1,417,0.4
TRINITY_DN36408_c0_g1_i1,424,0
TRINITY_DN36408_c0_g1_i1,470,0.233333
TRINITY_DN36408_c0_g1_i1,558,0.4
TRINITY_DN36408_c0_g1_i1,686,0.325
TRINITY_DN36408_c0_g1_i1,761,0.125
TRINITY_DN36418_c0_g1_i1,1239,0.125
TRINITY_DN36439_c0_g1_i1,909,0.325
TRINITY_DN36439_c0_g1_i1,1127,0.325
TRINITY_DN36452_c0_g1_i1,172,0.325
TRINITY_DN36452_c0_g1_i1,223,0.4
TRINITY_DN36452_c0_g1_i1,231,0.4
TRINITY_DN36452_c0_g1_i1,241,0.125
TRINITY_DN36452_c0_g1_i1,271,0.325
TRINITY_DN36462_c0_g1_i1,516,0.125
TRINITY_DN36469_c0_g1_i1,66,0
TRINITY_DN36469_c0_g1_i1,75,0
TRINITY_DN36469_c0_g1_i1,79,0
TRINITY_DN36469_c0_g1_i1,184,0.125
TRINITY_DN36469_c0_g1_i1,189,0.125
TRINITY_DN36469_c0_g1_i1,200,0.125
TRINITY_DN36487_c0_g1_i1,121,0.125
TRINITY_DN36487_c0_g1_i1,156,0
TRINITY_DN36487_c0_g1_i1,580,0.125
TRINITY_DN36487_c0_g1_i1,670,0.233333
TRINITY_DN36487_c0_g1_i1,1097,0.5
TRINITY_DN36490_c1_g2_i1,197,0.125
TRINITY_DN36490_c1_g2_i1,206,0.125
TRINITY_DN36490_c1_g2_i2,231,0.125
TRINITY_DN36490_c1_g2_i2,232,0.125
TRINITY_DN36490_c1_g2_i2,415,0.458333
TRINITY_DN36490_c1_g2_i2,446,0.5
TRINITY_DN36490_c1_g2_i2,488,0.125
TRINITY_DN36493_c0_g1_i1,168,0
TRINITY_DN36493_c0_g1_i1,258,0
TRINITY_DN36493_c0_g1_i1,366,0.325
TRINITY_DN36493_c0_g1_i1,402,0
TRINITY_DN36493_c0_g1_i1,418,0
TRINITY_DN36543_c0_g1_i1,183,0.5
TRINITY_DN36565_c0_g3_i1,240,0.233333
TRINITY_DN36571_c3_g1_i1,124,0.4
TRINITY_DN36571_c3_g1_i1,143,0.5
TRINITY_DN36571_c3_g1_i1,406,0.5
TRINITY_DN36571_c3_g1_i1,487,0.125
TRINITY_DN36580_c0_g2_i1,217,0.525
TRINITY_DN36584_c0_g1_i1,76,0.525
TRINITY_DN36584_c0_g1_i1,77,0.458333
TRINITY_DN36584_c0_g1_i1,146,0
TRINITY_DN36584_c0_g1_i1,218,0.233333
TRINITY_DN36584_c0_g1_i1,247,0
